game_number,dynasty_number,dynasty_game_number,gamemode,difficulty,context,person,teammate,team,ignored,player,pos,pts,reb,ast,stl,blk,to,fgm,fga,X3pm,X3pa,ftm,fta,or,fls,dnk,result,ot,dbl_ot
85,0,2,4 man,All Star,CBC,Ben,Riley,2015-16 Cleveland Cavaliers,NA,LeBron James,SF,13,5,1,2,3,1,5,14,0,3,3,4,2,2,2,Loss,NA,NA
85,0,2,4 man,All Star,CBC,Riley,Ben,2015-16 Cleveland Cavaliers,NA,Kyrie Irving,PG,0,4,3,1,0,2,0,5,0,0,0,0,1,4,0,Loss,NA,NA
85,0,2,4 man,All Star,Challenger,MJ,Nick,San Antonio Spurs,NA,Zach Collins,C,7,9,9,1,0,3,2,6,1,4,2,2,0,3,0,Win,NA,NA
85,0,2,4 man,All Star,Challenger,Nick,MJ,San Antonio Spurs,NA,Jeremy Sochan,PF,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,Win,NA,NA
86,22,1,4 man,All Star,CBC,Ben,Nick,2007-08 Boston Celtics,NA,Kevin Garnett,PF,11,9,4,1,2,1,5,11,0,0,1,4,0,1,1,Win,NA,NA
86,22,1,4 man,All Star,CBC,Nick,Ben,2007-08 Boston Celtics,NA,Kendrick Perkins,C,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,Win,NA,NA
86,22,1,4 man,All Star,Challenger,MJ,Riley,2010-11 Chicago Bulls,NA,Carlos Boozer,PF,4,10,0,0,0,2,2,7,0,0,0,0,2,2,1,Loss,NA,NA
86,22,1,4 man,All Star,Challenger,Riley,MJ,2010-11 Chicago Bulls,NA,Derrick Rose,PG,7,2,4,1,0,2,0,11,0,0,7,8,1,3,0,Loss,NA,NA
87,23,1,5 man,All Star,Dynasty,Riley,NA,Toronto Raptors,NA,OG Anunoby,SG,13,0,5,2,0,6,4,6,1,1,4,4,0,3,2,Win,NA,NA
87,23,1,5 man,All Star,Dynasty,Nick,NA,Toronto Raptors,NA,Pascal Siakam,PF,2,3,3,0,0,0,1,1,0,0,0,0,0,1,0,Win,NA,NA
87,23,1,5 man,All Star,Dynasty,Guy,NA,Toronto Raptors,NA,Jakob Poeltl,C,2,13,1,0,3,0,1,5,0,0,0,1,0,0,0,Win,NA,NA
87,23,1,5 man,All Star,Challenger,Ben,NA,Los Angeles Clippers,NA,Kawhi Leonard,SF,4,4,3,2,1,1,1,9,0,1,2,2,0,3,1,Loss,NA,NA
87,23,1,5 man,All Star,Challenger,Frank,NA,Los Angeles Clippers,NA,Paul George,SG,6,3,1,0,0,1,3,12,0,5,0,1,1,1,1,Loss,NA,NA
88,23,2,5 man,All Star,Dynasty,Riley,NA,Toronto Raptors,NA,OG Anunoby,SG,18,0,7,1,0,3,6,14,0,3,6,6,0,4,4,Win,NA,NA
88,23,2,5 man,All Star,Dynasty,Nick,NA,Toronto Raptors,NA,Pascal Siakam,PF,2,0,1,0,0,0,1,2,0,0,0,2,0,1,0,Win,NA,NA
88,23,2,5 man,All Star,Dynasty,Guy,NA,Toronto Raptors,NA,Jakob Poeltl,C,4,11,1,0,2,0,2,2,0,0,0,0,0,1,2,Win,NA,NA
88,23,2,5 man,All Star,Challenger,Ben,NA,1970-71 Los Angeles Lakers,NA,Jerry West,PG,5,1,3,2,0,1,1,8,1,3,2,4,0,1,0,Loss,NA,NA
88,23,2,5 man,All Star,Challenger,Frank,NA,1970-71 Los Angeles Lakers,NA,Gail Goodrich,SG,5,1,1,0,0,1,1,10,1,4,2,3,0,1,0,Loss,NA,NA
89,23,3,5 man,All Star,Dynasty,Riley,NA,Toronto Raptors,NA,OG Anunoby,SG,8,1,4,0,1,2,3,6,0,2,2,2,0,2,1,Loss,NA,NA
89,23,3,5 man,All Star,Dynasty,Nick,NA,Toronto Raptors,NA,Pascal Siakam,PF,8,2,0,0,2,0,2,11,2,3,2,2,0,0,0,Loss,NA,NA
89,23,3,5 man,All Star,Dynasty,Guy,NA,Toronto Raptors,NA,Jakob Poeltl,C,2,6,1,0,4,0,1,2,0,0,0,2,0,2,0,Loss,NA,NA
89,23,3,5 man,All Star,Challenger,Ben,NA,New York Knicks,NA,Jalen Brunson,PG,3,1,3,0,0,0,0,6,0,0,3,4,0,1,0,Win,NA,NA
89,23,3,5 man,All Star,Challenger,Frank,NA,New York Knicks,NA,Julius Randle,PF,16,11,1,0,0,2,7,17,0,1,2,2,2,2,4,Win,NA,NA
90,24,1,5 man,All Star,Dynasty,Ben,NA,2004-05 Phoenix Suns,NA,Amar’e Stoudemire,C,20,11,0,0,0,2,10,15,0,0,0,0,1,0,2,Win,NA,NA
90,24,1,5 man,All Star,Dynasty,Nick,NA,2004-05 Phoenix Suns,NA,Joe Johnson,SG,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,Win,NA,NA
90,24,1,5 man,All Star,Challenger,Guy,NA,2002-03 Dallas Mavericks,NA,Steve Nash,PG,2,1,5,0,0,2,1,8,0,2,0,0,0,0,0,Loss,NA,NA
90,24,1,5 man,All Star,Challenger,Frank,NA,2002-03 Dallas Mavericks,NA,Dirk Nowitzki,PF,12,7,2,1,0,1,5,10,1,3,1,4,0,1,0,Loss,NA,NA
90,24,1,5 man,All Star,Challenger,Riley,NA,2002-03 Dallas Mavericks,NA,Michael Finley,SF,9,1,1,2,0,0,3,8,3,6,0,0,0,1,0,Loss,NA,NA
91,24,2,5 man,All Star,Dynasty,Ben,NA,2004-05 Phoenix Suns,NA,Amar’e Stoudemire,C,12,8,1,0,3,0,6,9,0,0,0,2,0,0,3,Win,NA,NA
91,24,2,5 man,All Star,Dynasty,Nick,NA,2004-05 Phoenix Suns,NA,Joe Johnson,SG,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0,Win,NA,NA
91,24,2,5 man,All Star,Challenger,Guy,NA,Cleveland Cavaliers,NA,Jarrett Allen,C,0,10,4,1,2,2,0,4,0,0,0,0,0,0,0,Loss,NA,NA
91,24,2,5 man,All Star,Challenger,Frank,NA,Cleveland Cavaliers,NA,Darius Garland,PG,0,0,0,0,0,2,0,7,0,5,0,0,0,2,0,Loss,NA,NA
91,24,2,5 man,All Star,Challenger,Riley,NA,Cleveland Cavaliers,NA,Isaac Okoro,SF,2,1,1,1,1,1,1,5,0,1,0,0,1,2,0,Loss,NA,NA
92,5,10,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,6,7,5,1,0,5,2,14,0,1,2,2,1,3,2,Win,NA,NA
92,5,10,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,7,1,4,1,1,2,3,6,0,0,1,2,0,2,0,Win,NA,NA
92,5,10,4 man,All Star,Challenger,Frank,Nick,All-Time New York Knicks,NA,Willis Reed,PF,11,4,3,0,3,3,4,10,0,0,3,4,0,0,3,Loss,NA,NA
92,5,10,4 man,All Star,Challenger,Nick,Frank,All-Time New York Knicks,NA,Carmelo Anthony,SF,2,1,2,1,2,1,1,7,0,1,0,0,0,2,0,Loss,NA,NA
93,5,11,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,8,1,2,1,1,1,4,7,0,0,0,0,1,2,4,Win,NA,NA
93,5,11,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,4,0,9,0,0,0,1,4,0,2,2,2,0,1,1,Win,NA,NA
93,5,11,4 man,All Star,Challenger,Frank,Nick,2013-14 San Antonio Spurs,NA,Tiago Splitter,C,6,5,1,0,0,3,3,4,0,0,0,0,1,1,0,Loss,NA,NA
93,5,11,4 man,All Star,Challenger,Nick,Frank,2013-14 San Antonio Spurs,NA,Kawhi Leonard,SF,5,1,0,1,0,3,2,6,1,1,0,0,0,1,0,Loss,NA,NA
94,18,2,4 man,All Star,Dynasty,Riley,Guy,Minnesota Timberwolves,NA,Anthony Edwards,SG,0,1,6,3,1,4,0,1,0,0,0,2,0,3,0,Loss,NA,NA
94,18,2,4 man,All Star,Dynasty,Guy,Riley,Minnesota Timberwolves,NA,Karl-Anthony Towns,PF,11,5,2,0,1,4,4,11,0,2,3,4,0,2,1,Loss,NA,NA
94,18,2,4 man,All Star,Challenger,Ben,Nick,2006-07 Cleveland Cavaliers,NA,Zydrunas Ilgauskas,C,6,4,1,2,4,2,1,2,0,0,4,4,0,2,1,Win,NA,NA
94,18,2,4 man,All Star,Challenger,Nick,Ben,2006-07 Cleveland Cavaliers,NA,LeBron James,SF,11,2,3,0,0,2,5,9,0,1,1,4,1,0,4,Win,NA,NA
95,0,1,4 man,All Star,Challenger,Guy,Nick,2001-02 Sacramento Kings,NA,Mike Bibby,PG,9,1,3,3,0,3,0,8,0,3,9,10,0,1,0,Loss,NA,NA
95,0,1,4 man,All Star,Challenger,Nick,Guy,2001-02 Sacramento Kings,NA,Peja Stojakovic,SF,0,0,1,1,1,2,0,2,0,1,0,0,0,1,0,Loss,NA,NA
95,0,1,4 man,All Star,CBC,Ben,Riley,Houston Rockets,NA,Jalen Green,PF,10,1,5,1,0,6,5,11,0,2,0,0,1,2,2,Win,NA,NA
95,0,1,4 man,All Star,CBC,Riley,Ben,Houston Rockets,NA,Jabari Smith Jr.,SG,8,6,1,0,3,1,3,5,0,0,2,2,1,2,0,Win,NA,NA
96,0,2,4 man,All Star,CBC,Ben,Riley,Houston Rockets,NA,Jalen Green,PF,8,0,4,3,0,1,2,4,0,0,4,4,0,2,1,Loss,NA,NA
96,0,2,4 man,All Star,CBC,Riley,Ben,Houston Rockets,NA,Jabari Smith Jr.,SG,16,6,6,1,1,3,6,11,1,1,3,4,1,2,3,Loss,NA,NA
96,0,2,4 man,All Star,Challenger,Guy,Nick,Phoenix Suns,NA,Chris Paul,PG,6,1,8,1,0,3,3,7,0,2,0,0,0,1,0,Win,NA,NA
96,0,2,4 man,All Star,Challenger,Nick,Guy,Phoenix Suns,NA,Kevin Durant,PF,3,2,0,0,0,3,1,7,1,2,0,0,0,2,0,Win,NA,NA
97,24,3,5 man,All Star,Dynasty,Ben,Nick,2004-05 Phoenix Suns,NA,Amar’e Stoudemire,C,4,11,1,0,1,1,1,6,0,0,2,2,3,1,1,Win,NA,NA
97,24,3,5 man,All Star,Dynasty,Nick,Ben,2004-05 Phoenix Suns,NA,Joe Johnson,SG,7,0,0,0,0,1,3,8,1,4,0,0,0,2,0,Win,NA,NA
97,24,3,5 man,All Star,Challenger,Guy,NA,Golden State Warriors,NA,Klay Thompson,SG,9,2,1,0,0,1,3,17,3,15,0,0,1,1,0,Loss,NA,NA
97,24,3,5 man,All Star,Challenger,Frank,NA,Golden State Warriors,NA,Andrew Wiggins,SF,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,Loss,NA,NA
97,24,3,5 man,All Star,Challenger,Riley,NA,Golden State Warriors,NA,Kevon Looney,C,10,10,1,0,0,2,5,9,0,0,0,0,7,3,2,Loss,NA,NA
98,24,4,5 man,All Star,Dynasty,Ben,Nick,2004-05 Phoenix Suns,NA,Amar’e Stoudemire,C,6,9,4,0,0,2,2,6,0,0,2,2,2,4,2,Loss,NA,NA
98,24,4,5 man,All Star,Dynasty,Nick,Ben,2004-05 Phoenix Suns,NA,Joe Johnson,SG,2,0,0,0,0,1,1,6,0,3,0,0,0,1,0,Loss,NA,NA
98,24,4,5 man,All Star,Challenger,Guy,NA,All-Time San Antonio Spurs,NA,David Robinson,C,23,7,1,0,3,1,8,12,0,0,7,8,0,2,4,Win,NA,NA
98,24,4,5 man,All Star,Challenger,Frank,NA,All-Time San Antonio Spurs,NA,Tony Parker,SG,6,1,9,3,0,2,3,4,0,1,0,0,0,3,0,Win,NA,NA
98,24,4,5 man,All Star,Challenger,Riley,NA,All-Time San Antonio Spurs,NA,George Gervin,PG,13,0,1,0,0,0,6,9,0,0,1,2,0,0,4,Win,NA,NA
99,25,1,5 man,All Star,Challenger,Ben,NA,Memphis Grizzlies,NA,Jaren Jackson Jr.,PF,2,5,0,1,1,2,0,1,0,1,2,2,0,0,0,Loss,NA,NA
99,25,1,5 man,All Star,Challenger,Nick,NA,Memphis Grizzlies,NA,Steven Adams,C,0,3,1,1,0,2,0,0,0,0,0,2,0,1,0,Loss,NA,NA
99,25,1,5 man,All Star,Challenger,Frank,NA,Memphis Grizzlies,NA,Ja Morant,PG,7,3,1,0,0,0,2,15,0,2,3,4,1,4,1,Loss,NA,NA
99,25,1,5 man,All Star,Dynasty,Riley,NA,Milwaukee Bucks,NA,Grayson Allen,SG,0,1,8,1,0,1,0,1,0,0,0,0,0,2,0,Win,NA,NA
99,25,1,5 man,All Star,Dynasty,Guy,NA,Milwaukee Bucks,NA,Brook Lopez,C,5,7,1,0,2,1,2,9,0,5,1,2,1,1,1,Win,NA,NA
100,25,2,5 man,All Star,Dynasty,Riley,NA,Milwaukee Bucks,NA,Grayson Allen,SG,0,1,9,1,0,1,0,7,0,5,0,0,0,0,0,Win,NA,NA
100,25,2,5 man,All Star,Dynasty,Guy,NA,Milwaukee Bucks,NA,Brook Lopez,C,4,6,3,1,4,1,2,5,0,3,0,0,0,1,2,Win,NA,NA
100,25,2,5 man,All Star,Challenger,Ben,NA,Brooklyn Nets,NA,Spencer Dinwiddie,PG,2,2,4,1,0,2,1,6,0,3,0,0,0,1,0,Loss,NA,NA
100,25,2,5 man,All Star,Challenger,Nick,NA,Brooklyn Nets,NA,Dorian Finney-Smith,PF,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,Loss,NA,NA
100,25,2,5 man,All Star,Challenger,Frank,NA,Brooklyn Nets,NA,Cameron Johnson,SF,7,2,2,0,0,0,2,10,2,7,1,2,0,1,0,Loss,NA,NA
101,25,3,5 man,All Star,Dynasty,Riley,NA,Milwaukee Bucks,NA,Grayson Allen,SG,6,1,12,2,0,1,2,2,0,0,2,2,0,4,0,Win,NA,NA
101,25,3,5 man,All Star,Dynasty,Guy,NA,Milwaukee Bucks,NA,Brook Lopez,C,4,6,0,0,3,2,1,8,0,6,2,2,0,2,1,Win,NA,NA
101,25,3,5 man,All Star,Challenger,Ben,NA,New York Knicks,NA,Jalen Brunson,PG,2,0,3,0,0,1,1,9,0,3,0,0,0,2,0,Loss,NA,NA
101,25,3,5 man,All Star,Challenger,Nick,NA,New York Knicks,NA,R.J. Barrett,SF,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,Loss,NA,NA
101,25,3,5 man,All Star,Challenger,Frank,NA,New York Knicks,NA,Julius Randle,PF,4,4,0,0,0,1,2,14,0,4,0,0,0,1,0,Loss,NA,NA
102,26,1,5 man,All Star,Dynasty,Ben,NA,Denver Nuggets,NA,Nikola Jokic,C,8,11,8,1,1,1,3,7,0,1,2,2,1,1,1,Win,NA,NA
102,26,1,5 man,All Star,Dynasty,Frank,NA,Denver Nuggets,NA,Michael Porter Jr.,SF,15,2,7,0,0,1,7,12,1,3,0,0,0,1,2,Win,NA,NA
102,26,1,5 man,All Star,Challenger,Riley,NA,Sacramento Kings,NA,Keegan Murray,PF,1,4,2,1,0,2,0,3,0,3,1,2,0,2,0,Loss,NA,NA
102,26,1,5 man,All Star,Challenger,Guy,NA,Sacramento Kings,NA,Harrison Barnes,SF,9,2,1,0,0,2,4,11,0,3,1,2,2,1,2,Loss,NA,NA
102,26,1,5 man,All Star,Challenger,MJ,NA,Sacramento Kings,NA,De'Aaron Fox,PG,8,0,3,1,0,3,4,12,0,0,0,0,0,0,1,Loss,NA,NA
103,9,2,6 man,All Star,Dynasty,Frank,NA,1997-98 San Antonio Spurs,NA,Avery Johnson,PG,0,0,5,0,0,4,0,4,0,2,0,0,0,3,0,Win,NA,NA
103,9,2,6 man,All Star,Dynasty,MJ,NA,1997-98 San Antonio Spurs,NA,Sean Elliott,SF,22,1,2,0,0,2,9,15,3,5,1,2,0,0,1,Win,NA,NA
103,9,2,6 man,All Star,Dynasty,Ben,NA,1997-98 San Antonio Spurs,NA,Tim Duncan,PF,2,12,0,0,7,0,1,2,0,0,0,0,2,2,0,Win,NA,NA
103,9,2,6 man,All Star,Challenger,Guy,NA,2003-04 Detroit Pistons,NA,Chauncey Billups,PG,14,0,3,2,0,2,5,16,2,6,2,2,0,4,0,Loss,NA,NA
103,9,2,6 man,All Star,Challenger,Riley,NA,2003-04 Detroit Pistons,NA,Ben Wallace,C,0,5,1,0,2,0,0,3,0,0,0,6,2,1,0,Loss,NA,NA
103,9,2,6 man,All Star,Challenger,Nick,NA,2003-04 Detroit Pistons,NA,Corliss Williamson,SF,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,Loss,NA,NA
104,9,3,6 man,All Star,Dynasty,Frank,NA,1997-98 San Antonio Spurs,NA,Avery Johnson,PG,4,0,4,1,0,4,2,5,0,1,0,0,0,2,0,Win,NA,NA
104,9,3,6 man,All Star,Dynasty,MJ,NA,1997-98 San Antonio Spurs,NA,Sean Elliott,SF,6,0,6,0,0,0,2,11,0,4,2,2,0,1,1,Win,NA,NA
104,9,3,6 man,All Star,Dynasty,Ben,NA,1997-98 San Antonio Spurs,NA,Tim Duncan,PF,15,17,2,1,4,0,6,8,0,0,3,3,2,0,3,Win,NA,NA
104,9,3,6 man,All Star,Challenger,Guy,NA,New Orleans Pelicans,NA,Jonas Valanciunas,C,0,7,1,0,0,2,0,5,0,0,0,2,2,2,0,Loss,NA,NA
104,9,3,6 man,All Star,Challenger,Riley,NA,New Orleans Pelicans,NA,C.J. McCollum,PG,3,0,4,1,0,3,0,7,0,1,3,4,0,0,0,Loss,NA,NA
104,9,3,6 man,All Star,Challenger,Nick,NA,New Orleans Pelicans,NA,Herbert Jones,SG,2,0,0,0,0,2,1,2,0,1,0,0,0,0,1,Loss,NA,NA
105,9,4,6 man,All Star,Dynasty,Frank,NA,1997-98 San Antonio Spurs,NA,Avery Johnson,PG,3,0,5,0,0,3,1,1,0,0,1,2,0,0,0,Loss,NA,NA
105,9,4,6 man,All Star,Dynasty,MJ,NA,1997-98 San Antonio Spurs,NA,Sean Elliott,SF,5,0,2,0,0,3,1,5,1,4,2,4,0,0,0,Loss,NA,NA
105,9,4,6 man,All Star,Dynasty,Ben,NA,1997-98 San Antonio Spurs,NA,Tim Duncan,PF,9,6,0,0,0,3,3,5,0,0,3,6,0,2,1,Loss,NA,NA
105,9,4,6 man,All Star,Challenger,Guy,NA,Team Antetokounmpo,All-Time Portland Trail Blazers,Ja Morant,PG,29,2,1,0,0,0,13,19,0,0,3,4,0,4,9,Win,NA,NA
105,9,4,6 man,All Star,Challenger,Riley,NA,Team Antetokounmpo,All-Time Portland Trail Blazers,Giannis Antetokounmpo,C,9,6,6,2,2,1,3,3,0,0,3,4,0,3,3,Win,NA,NA
105,9,4,6 man,All Star,Challenger,Nick,NA,Team Antetokounmpo,All-Time Portland Trail Blazers,Donovan Mitchell,SG,7,0,3,0,0,0,3,7,1,2,0,0,0,1,1,Win,NA,NA
106,27,1,5 man,All Star,CBC,Nick,NA,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,6,0,1,0,0,2,2,7,0,1,2,2,0,0,0,Win,NA,NA
106,27,1,5 man,All Star,CBC,Guy,NA,2000-01 Philadelphia 76ers,NA,Tyrone Hill,PF,0,1,4,1,0,0,0,1,0,0,0,0,0,3,0,Win,NA,NA
106,27,1,5 man,All Star,CBC,Riley,NA,2000-01 Philadelphia 76ers,NA,Dikembe Mutombo,C,9,15,3,0,2,4,4,9,0,0,1,2,4,2,3,Win,NA,NA
106,27,1,5 man,All Star,CBC,Ben,NA,1999-00 Toronto Raptors,NA,Arvydas Sabonis,C,11,6,2,0,0,1,3,6,0,0,5,5,0,1,1,Loss,NA,NA
106,27,1,5 man,All Star,CBC,MJ,NA,1999-00 Toronto Raptors,NA,Scottie Pippen,SF,1,0,2,1,0,1,0,3,0,0,1,4,0,2,0,Loss,NA,NA
107,28,1,4 man,All Star,Dynasty,Guy,Ben,2010-11 Dallas Mavericks,NA,Jason Kidd,PG,13,4,6,1,0,3,4,11,0,1,5,6,1,3,0,Win,NA,NA
107,28,1,4 man,All Star,Dynasty,Ben,Guy,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,5,1,3,3,1,1,2,3,0,0,1,4,0,1,1,Win,NA,NA
107,28,1,4 man,All Star,Challenger,Riley,Nick,2002-03 Dallas Mavericks,NA,Michael Finley,SF,6,1,4,2,1,4,2,5,1,3,1,2,0,2,1,Loss,NA,NA
107,28,1,4 man,All Star,Challenger,Nick,Riley,2002-03 Dallas Mavericks,NA,Steve Nash,PG,8,0,0,0,1,3,3,11,0,2,2,5,0,3,0,Loss,NA,NA
108,28,2,4 man,All Star,Dynasty,Guy,Ben,2010-11 Dallas Mavericks,NA,Jason Kidd,PG,2,1,8,0,0,3,0,3,0,1,2,2,1,3,0,Win,NA,NA
108,28,2,4 man,All Star,Dynasty,Ben,Guy,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,4,2,2,1,0,0,2,7,0,0,0,0,1,0,1,Win,NA,NA
108,28,2,4 man,All Star,Challenger,Riley,Nick,1995-96 Seattle Supersonics,NA,Shawn Kemp,PF,12,7,4,1,1,1,3,10,0,0,6,6,2,0,2,Loss,NA,NA
108,28,2,4 man,All Star,Challenger,Nick,Riley,1995-96 Seattle Supersonics,NA,Hersey Hawkins,SG,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Loss,NA,NA
109,28,3,4 man,All Star,Dynasty,Guy,Ben,2010-11 Dallas Mavericks,NA,Jason Kidd,PG,2,1,8,0,0,3,0,3,0,1,2,2,1,3,0,Win,NA,NA
109,28,3,4 man,All Star,Dynasty,Ben,Guy,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,4,2,2,1,0,0,2,7,0,0,0,0,1,0,1,Win,NA,NA
109,28,3,4 man,All Star,Challenger,Riley,Nick,Atlanta Hawks,NA,Clint Capela,C,1,7,3,2,0,2,0,2,0,0,1,2,1,1,0,Loss,NA,NA
109,28,3,4 man,All Star,Challenger,Nick,Riley,Atlanta Hawks,NA,Trae Young,PG,3,0,3,0,0,4,1,5,0,2,1,2,0,1,0,Loss,NA,NA
110,22,2,4 man,All Star,CBC,Ben,Nick,2007-08 Boston Celtics,NA,Kevin Garnett,PF,7,8,1,1,2,1,2,6,0,0,3,6,2,1,1,Loss,NA,NA
110,22,2,4 man,All Star,CBC,Nick,Ben,2007-08 Boston Celtics,NA,Kendrick Perkins,C,0,3,1,0,0,1,0,2,0,0,0,0,2,1,0,Loss,NA,NA
110,22,2,4 man,All Star,Challenger,MJ,Riley,All-Time Portland Trail Blazers,NA,Bill Walton,C,12,7,3,1,1,0,5,8,0,0,2,4,3,1,3,Win,NA,NA
110,22,2,4 man,All Star,Challenger,Riley,MJ,All-Time Portland Trail Blazers,NA,LaMarcus Aldridge,PF,10,5,2,1,0,1,5,9,0,0,0,1,2,3,1,Win,NA,NA
111,29,1,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,8,10,3,0,0,3,4,6,0,0,0,2,2,2,1,Win,NA,NA
111,29,1,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,17,6,3,2,2,2,7,9,0,2,3,4,0,0,6,Win,NA,NA
111,29,1,4 man,All Star,Challenger,Nick,Riley,1990-91 Los Angeles Lakers,NA,Vlade Divac,C,4,1,1,1,3,1,2,4,0,0,0,2,0,0,1,Loss,NA,NA
111,29,1,4 man,All Star,Challenger,Riley,Nick,1990-91 Los Angeles Lakers,NA,Magic Johnson,PG,5,3,5,1,0,5,2,11,0,1,1,5,2,3,0,Loss,NA,NA
112,29,2,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,1,6,0,0,2,0,0,0,0,0,1,2,0,2,0,Win,NA,NA
112,29,2,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,21,2,3,0,0,1,10,14,0,1,1,3,0,0,5,Win,NA,NA
112,29,2,4 man,All Star,Challenger,Nick,Riley,All-Time Cleveland Cavaliers,NA,Kyrie Irving,SG,2,0,0,0,0,1,1,3,0,1,0,0,0,0,0,Loss,NA,NA
112,29,2,4 man,All Star,Challenger,Riley,Nick,All-Time Cleveland Cavaliers,NA,LeBron James,SF,2,4,10,0,0,0,0,8,0,1,2,2,1,5,0,Loss,NA,NA
113,29,3,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,4,13,2,0,0,0,2,8,0,0,0,0,2,1,1,Win,NA,NA
113,29,3,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,13,0,3,2,0,0,5,7,2,3,1,3,0,0,3,Win,NA,NA
113,29,3,4 man,All Star,Challenger,Nick,Riley,Washington Wizards,NA,Daniel Gafford,C,2,6,0,0,0,0,1,5,0,0,0,3,1,1,1,Loss,NA,NA
113,29,3,4 man,All Star,Challenger,Riley,Nick,Washington Wizards,NA,Monte Morris,PG,0,1,4,0,0,1,0,3,0,2,0,0,1,1,0,Loss,NA,NA
114,29,4,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,0,12,3,0,1,0,0,1,0,0,0,2,1,0,0,Win,NA,NA
114,29,4,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,33,1,1,3,0,1,15,21,1,4,2,3,0,1,7,Win,NA,NA
114,29,4,4 man,All Star,Challenger,Nick,Riley,2004-05 Phoenix Suns,1997-98 Utah Jazz,Quentin Richardson,SF,0,0,0,0,0,3,0,3,0,2,0,0,0,1,0,Loss,NA,NA
114,29,4,4 man,All Star,Challenger,Riley,Nick,2004-05 Phoenix Suns,1997-98 Utah Jazz,Steve Nash,PG,5,1,5,0,0,3,2,3,1,1,0,0,0,3,0,Loss,NA,NA
115,5,12,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,6,1,5,0,1,3,2,7,0,0,2,2,0,2,2,Win,NA,NA
115,5,12,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,12,3,4,0,0,5,5,8,1,2,1,2,0,2,2,Win,NA,NA
115,5,12,4 man,All Star,Challenger,Frank,Nick,Miami Heat,NA,Kyle Lowry,PG,8,0,8,2,0,4,3,12,0,4,2,2,0,3,0,Loss,NA,NA
115,5,12,4 man,All Star,Challenger,Nick,Frank,Miami Heat,NA,Tyler Herro,SG,3,2,0,0,0,2,1,2,1,1,0,0,0,0,0,Loss,NA,NA
116,5,13,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,16,3,4,2,0,0,7,9,0,0,2,2,0,3,3,Win,NA,NA
116,5,13,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,14,0,9,0,0,5,5,6,1,2,3,3,0,1,2,Win,NA,NA
116,5,13,4 man,All Star,Challenger,Frank,Nick,2000-01 Philadelphia 76ers,NA,Dikembe Mutombo,C,4,3,2,0,1,3,1,2,0,0,2,2,0,1,1,Loss,NA,NA
116,5,13,4 man,All Star,Challenger,Nick,Frank,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,3,2,1,0,0,4,0,11,0,3,3,3,1,0,0,Loss,NA,NA
117,30,1,4 man,All Star,CBC,Frank,Nick,2007-08 Boston Celtics,NA,Paul Pierce,SG,6,4,2,0,1,1,3,11,0,3,0,0,0,0,1,Loss,NA,NA
117,30,1,4 man,All Star,CBC,Nick,Frank,2007-08 Boston Celtics,NA,Rajon Rondo,SF,0,0,6,0,1,3,0,1,0,1,0,0,0,3,0,Loss,NA,NA
